name,gender,status,affiliation,faction,role,weapon,emotion,mission_count,location,rank,loyalty
Lucas Mitchell 78259,Female,Inactive,Independent,Handler,Tracker,Knife,Neutral,169,Osaka,Novice,Absolute
Benjamin Collins 78260,Male,Active,High Table,Handler,Hitman,Sword,Neutral,63,Marrakesh,Master,Medium
Leo Brooks 78261,Female,Inactive,Ruska Roma,Handler,Tracker,Sword,Neutral,211,New York,Senior Agent,Low
Alex Carter 78262,Male,Missing,Ruska Roma,Security,Manager,Pistol,Focused,154,Tokyo,Agent,Low
Michael Carter 78263,Male,Active,Underworld,Crime Syndicate,Operative,Rifle,Determined,24,Tokyo,Master,High
Henry Hayes 78264,Male,Deceased,Ruska Roma,Assassin,Tracker,Unarmed,Angry,182,Marrakesh,Novice,Medium
Andrew Turner 78265,Female,Active,High Table,Crime Syndicate,Hitman,Unarmed,Focused,58,Berlin,Senior Agent,Absolute
Ryan Griffin 78266,Female,Active,Underworld,Security,Manager,Unarmed,Determined,225,Berlin,Novice,Low
Thomas Mitchell 78267,Female,Active,Continental,Crime Syndicate,Tracker,Knife,Fearful,80,Tokyo,Master,Absolute
Benjamin Russell 78268,Female,Deceased,Underworld,Contractor,Bodyguard,Unarmed,Determined,98,Osaka,Elite,Medium
Alex Bailey 78269,Male,Active,Independent,Security,Bodyguard,Shotgun,Calm,145,London,Elite,Absolute
Jack Foster 78270,Male,Missing,Underworld,Security,Enforcer,Rifle,Calm,161,Marrakesh,Agent,Absolute
David Murphy 78271,Female,Missing,Underworld,Security,Bodyguard,Knife,Neutral,168,Paris,Elite,High
James Bennett 78272,Male,Deceased,Independent,Security,Manager,Pistol,Neutral,160,Marrakesh,Agent,Low
Benjamin Russell 78273,Male,Deceased,Ruska Roma,Contractor,Bodyguard,Rifle,Angry,206,Osaka,Senior Agent,Medium
Ethan Turner 78274,Female,Active,High Table,Assassin,Operative,Unarmed,Focused,67,Casablanca,Elite,Low
Benjamin Carter 78275,Male,Deceased,Ruska Roma,Handler,Manager,Knife,Fearful,60,Casablanca,Senior Agent,High
William Walker 78276,Female,Missing,Ruska Roma,Contractor,Bodyguard,Unarmed,Calm,213,Marrakesh,Master,Medium
Andrew Ward 78277,Male,Missing,Underworld,Contractor,Manager,Pistol,Determined,42,Casablanca,Novice,Medium
Thomas Carter 78278,Female,Active,High Table,Assassin,Bodyguard,Shotgun,Fearful,24,Marrakesh,Master,Low
Joseph Ward 78279,Male,Inactive,Ruska Roma,Assassin,Manager,Shotgun,Angry,20,Paris,Elite,High
Benjamin Foster 78280,Female,Missing,Independent,Contractor,Operative,Shotgun,Focused,158,Paris,Agent,Medium
Jack Ward 78281,Male,Missing,Ruska Roma,Handler,Enforcer,Sword,Determined,137,Paris,Novice,High
Jack Turner 78282,Female,Deceased,Independent,Security,Enforcer,Rifle,Focused,136,Marrakesh,Novice,High
Joseph Hayes 78283,Female,Deceased,Underworld,Security,Operative,Rifle,Angry,74,New York,Senior Agent,Absolute
James Carter 78284,Female,Inactive,Independent,Assassin,Operative,Pistol,Fearful,217,Casablanca,Elite,High
Michael Hunter 78285,Female,Inactive,Independent,Handler,Hitman,Knife,Angry,183,Marrakesh,Elite,Low
Benjamin Turner 78286,Female,Missing,Underworld,Handler,Enforcer,Sword,Focused,113,Tokyo,Agent,Low
Michael Walker 78287,Female,Missing,High Table,Assassin,Enforcer,Rifle,Determined,145,New York,Elite,Absolute
Benjamin Cooper 78288,Female,Missing,Independent,Contractor,Operative,Sword,Fearful,191,Rome,Agent,Low
Henry Mitchell 78289,Female,Deceased,Underworld,Crime Syndicate,Tracker,Sword,Angry,61,New York,Elite,Medium
Leo Cooper 78290,Male,Deceased,Underworld,Assassin,Manager,Knife,Fearful,108,London,Master,Low
Ryan Murphy 78291,Male,Deceased,Independent,Crime Syndicate,Manager,Rifle,Focused,59,Tokyo,Novice,Low
Samuel Foster 78292,Female,Missing,Ruska Roma,Contractor,Manager,Shotgun,Calm,113,London,Master,Medium
William Bennett 78293,Female,Missing,High Table,Crime Syndicate,Tracker,Sword,Focused,10,Paris,Senior Agent,High
Jack Parker 78294,Female,Active,Ruska Roma,Handler,Tracker,Unarmed,Calm,61,Marrakesh,Senior Agent,Medium
William Russell 78295,Male,Active,Ruska Roma,Handler,Enforcer,Pistol,Calm,89,Osaka,Master,High
Ryan Ward 78296,Female,Inactive,Continental,Handler,Tracker,Unarmed,Determined,61,Rome,Agent,Medium
Matthew Turner 78297,Male,Active,Independent,Crime Syndicate,Tracker,Sword,Calm,78,Casablanca,Master,High
Michael Russell 78298,Female,Active,Continental,Security,Tracker,Knife,Determined,158,Rome,Novice,Absolute
Lucas Turner 78299,Male,Missing,High Table,Security,Manager,Pistol,Focused,221,London,Elite,High
Ethan Hunter 78300,Male,Missing,Continental,Security,Hitman,Shotgun,Focused,1,Osaka,Master,Low
Noah Collins 78301,Female,Active,Continental,Security,Manager,Rifle,Calm,227,Casablanca,Novice,Absolute
Leo Hayes 78302,Female,Deceased,Underworld,Contractor,Bodyguard,Sword,Neutral,111,New York,Novice,Absolute
Joseph Bennett 78303,Female,Deceased,Ruska Roma,Handler,Enforcer,Rifle,Determined,89,Prague,Novice,Low
Ryan Foster 78304,Female,Active,Ruska Roma,Handler,Hitman,Unarmed,Fearful,46,Marrakesh,Master,Medium
William Reed 78305,Female,Inactive,Ruska Roma,Contractor,Bodyguard,Pistol,Focused,242,Tokyo,Novice,Medium
Ryan Reed 78306,Female,Missing,Ruska Roma,Crime Syndicate,Operative,Knife,Determined,1,Casablanca,Novice,Absolute
Daniel Hunter 78307,Female,Deceased,Underworld,Handler,Manager,Knife,Determined,136,Prague,Senior Agent,High
Daniel Mitchell 78308,Female,Deceased,Continental,Contractor,Tracker,Pistol,Calm,67,Casablanca,Elite,Absolute
Lucas Bennett 78309,Male,Missing,Continental,Assassin,Bodyguard,Rifle,Neutral,80,Tokyo,Senior Agent,High
Ethan Bailey 78310,Female,Active,Ruska Roma,Security,Hitman,Pistol,Determined,223,Casablanca,Senior Agent,Absolute
William Russell 78311,Female,Missing,High Table,Assassin,Bodyguard,Sword,Fearful,165,Paris,Novice,Medium
Lucas Collins 78312,Male,Active,Independent,Contractor,Bodyguard,Shotgun,Fearful,227,Prague,Senior Agent,Medium
Thomas Murphy 78313,Male,Inactive,Independent,Assassin,Operative,Pistol,Determined,169,Berlin,Senior Agent,High
Oliver Walker 78314,Female,Deceased,Underworld,Contractor,Operative,Pistol,Focused,65,Rome,Master,Low
Matthew Parker 78315,Male,Deceased,Ruska Roma,Security,Enforcer,Shotgun,Calm,129,Prague,Master,Absolute
Thomas Brooks 78316,Female,Missing,Independent,Handler,Manager,Sword,Determined,171,Prague,Elite,Medium
Ryan Carter 78317,Female,Inactive,Continental,Contractor,Tracker,Rifle,Fearful,229,Berlin,Senior Agent,Low
Andrew Griffin 78318,Female,Missing,Ruska Roma,Handler,Bodyguard,Pistol,Angry,176,Marrakesh,Master,Medium
Joseph Cooper 78319,Male,Active,Independent,Handler,Enforcer,Unarmed,Determined,108,London,Novice,Low
Samuel Parker 78320,Male,Missing,Continental,Assassin,Tracker,Pistol,Neutral,112,New York,Agent,Absolute
William Collins 78321,Female,Inactive,Continental,Contractor,Hitman,Shotgun,Angry,223,New York,Elite,Absolute
Henry Parker 78322,Female,Inactive,Underworld,Security,Tracker,Rifle,Determined,121,Osaka,Agent,Absolute
Lucas Brooks 78323,Male,Inactive,High Table,Handler,Enforcer,Shotgun,Fearful,236,New York,Master,Low
Lucas Murphy 78324,Female,Deceased,Continental,Security,Hitman,Knife,Fearful,98,Berlin,Senior Agent,High
Noah Griffin 78325,Female,Deceased,High Table,Security,Manager,Shotgun,Angry,219,Prague,Agent,High
Lucas Murphy 78326,Female,Missing,High Table,Crime Syndicate,Enforcer,Pistol,Determined,195,Osaka,Master,Absolute
James Collins 78327,Female,Missing,Ruska Roma,Crime Syndicate,Enforcer,Knife,Neutral,107,Marrakesh,Novice,Medium
Andrew Cooper 78328,Male,Active,Independent,Contractor,Manager,Unarmed,Focused,85,London,Senior Agent,Absolute
Alex Murphy 78329,Female,Inactive,Underworld,Contractor,Tracker,Rifle,Determined,89,Tokyo,Agent,Medium
Alex Bennett 78330,Male,Active,High Table,Assassin,Tracker,Knife,Determined,193,Marrakesh,Novice,High
William Brooks 78331,Female,Active,Ruska Roma,Handler,Hitman,Shotgun,Calm,86,Casablanca,Novice,High
Michael Walker 78332,Female,Deceased,Underworld,Crime Syndicate,Manager,Rifle,Neutral,198,Berlin,Master,Low
David Brooks 78333,Female,Deceased,Independent,Crime Syndicate,Enforcer,Sword,Focused,249,New York,Agent,Low
Ethan Parker 78334,Male,Active,Continental,Handler,Tracker,Sword,Focused,129,London,Master,Absolute
James Russell 78335,Male,Inactive,Independent,Security,Bodyguard,Shotgun,Focused,138,Prague,Agent,Low
Leo Bailey 78336,Female,Missing,High Table,Security,Bodyguard,Pistol,Angry,75,Berlin,Senior Agent,Medium
Lucas Carter 78337,Female,Inactive,Independent,Assassin,Tracker,Pistol,Fearful,84,Casablanca,Agent,Low
Oliver Hayes 78338,Male,Missing,Ruska Roma,Crime Syndicate,Manager,Pistol,Focused,95,London,Master,Low
David Carter 78339,Male,Inactive,High Table,Assassin,Bodyguard,Pistol,Focused,249,Berlin,Senior Agent,Low
James Bailey 78340,Male,Missing,Ruska Roma,Contractor,Manager,Sword,Fearful,177,Prague,Elite,Low
Noah Brooks 78341,Female,Missing,High Table,Handler,Manager,Shotgun,Calm,249,Paris,Agent,Medium
Daniel Cooper 78342,Male,Missing,High Table,Crime Syndicate,Tracker,Knife,Focused,180,Rome,Elite,High
Ryan Walker 78343,Male,Missing,High Table,Crime Syndicate,Bodyguard,Knife,Angry,210,Tokyo,Agent,Absolute
Alex Cooper 78344,Female,Deceased,Independent,Handler,Manager,Knife,Angry,162,Paris,Senior Agent,High
Benjamin Walker 78345,Male,Inactive,Independent,Contractor,Bodyguard,Pistol,Angry,73,Prague,Agent,Low
David Walker 78346,Male,Deceased,Continental,Contractor,Tracker,Pistol,Fearful,113,Tokyo,Novice,Absolute
Ryan Griffin 78347,Male,Deceased,Independent,Assassin,Manager,Rifle,Calm,163,Osaka,Agent,Absolute
Ryan Brooks 78348,Male,Active,Underworld,Handler,Tracker,Sword,Calm,238,Osaka,Master,Absolute
Daniel Collins 78349,Male,Inactive,Ruska Roma,Crime Syndicate,Manager,Rifle,Calm,173,Paris,Novice,Medium
Jack Parker 78350,Male,Inactive,Underworld,Contractor,Operative,Unarmed,Determined,92,Berlin,Elite,Medium
Benjamin Stone 78351,Female,Missing,Underworld,Security,Enforcer,Knife,Focused,74,London,Master,High
Jack Russell 78352,Male,Active,Independent,Contractor,Tracker,Pistol,Focused,33,Rome,Senior Agent,Low
Leo Turner 78353,Male,Inactive,Independent,Assassin,Manager,Unarmed,Fearful,121,New York,Novice,Low
Benjamin Parker 78354,Male,Deceased,Independent,Contractor,Bodyguard,Unarmed,Determined,135,Paris,Elite,Absolute
Andrew Ward 78355,Male,Inactive,High Table,Handler,Bodyguard,Rifle,Fearful,219,London,Agent,Absolute
Lucas Griffin 78356,Female,Deceased,Ruska Roma,Security,Tracker,Knife,Determined,0,Rome,Master,Medium
Thomas Stone 78357,Female,Active,Continental,Security,Bodyguard,Unarmed,Calm,50,New York,Senior Agent,Low
Michael Bennett 78358,Male,Missing,Independent,Handler,Enforcer,Rifle,Fearful,215,Casablanca,Agent,Low
Oliver Walker 78359,Male,Inactive,Independent,Contractor,Hitman,Knife,Focused,24,Casablanca,Agent,Medium
Oliver Carter 78360,Female,Active,Independent,Handler,Hitman,Shotgun,Neutral,172,Casablanca,Novice,Low
Joseph Carter 78361,Female,Missing,Underworld,Assassin,Hitman,Sword,Focused,212,Rome,Agent,Medium
Leo Turner 78362,Male,Deceased,High Table,Contractor,Hitman,Shotgun,Determined,43,Prague,Agent,High
Noah Morgan 78363,Female,Inactive,High Table,Contractor,Tracker,Sword,Calm,196,Tokyo,Senior Agent,Absolute
Alex Brooks 78364,Male,Active,High Table,Assassin,Operative,Unarmed,Determined,69,London,Elite,High
Michael Turner 78365,Female,Active,High Table,Handler,Hitman,Rifle,Focused,188,Marrakesh,Senior Agent,High
Oliver Russell 78366,Male,Missing,Ruska Roma,Crime Syndicate,Manager,Rifle,Neutral,147,New York,Elite,High
David Mitchell 78367,Female,Deceased,Independent,Assassin,Operative,Rifle,Determined,161,Rome,Novice,High
Michael Foster 78368,Female,Missing,Ruska Roma,Handler,Bodyguard,Unarmed,Determined,43,London,Agent,Low
Benjamin Stone 78369,Male,Inactive,Ruska Roma,Security,Enforcer,Rifle,Fearful,59,New York,Senior Agent,Medium
Andrew Bennett 78370,Male,Deceased,Underworld,Security,Manager,Shotgun,Calm,245,Tokyo,Senior Agent,Low
Matthew Bailey 78371,Male,Missing,Continental,Crime Syndicate,Enforcer,Shotgun,Fearful,64,Casablanca,Master,Absolute
Alex Brooks 78372,Male,Active,Continental,Assassin,Hitman,Sword,Neutral,180,Prague,Agent,Absolute
Matthew Stone 78373,Female,Inactive,Continental,Handler,Hitman,Sword,Fearful,91,Marrakesh,Agent,Absolute
David Morgan 78374,Male,Deceased,Independent,Assassin,Operative,Shotgun,Fearful,39,Berlin,Senior Agent,Low
Leo Foster 78375,Male,Deceased,Continental,Security,Hitman,Unarmed,Focused,12,Prague,Novice,Medium
Lucas Brooks 78376,Female,Deceased,Ruska Roma,Contractor,Manager,Unarmed,Neutral,236,Berlin,Master,Medium
David Murphy 78377,Male,Inactive,Independent,Contractor,Operative,Rifle,Fearful,44,Casablanca,Agent,Absolute
Joseph Collins 78378,Female,Deceased,Independent,Handler,Hitman,Shotgun,Fearful,69,Casablanca,Elite,Absolute
Benjamin Russell 78379,Male,Deceased,High Table,Crime Syndicate,Hitman,Pistol,Angry,88,Paris,Agent,Low
Michael Bennett 78380,Male,Missing,Underworld,Assassin,Bodyguard,Unarmed,Fearful,62,Paris,Elite,Absolute
Michael Cooper 78381,Female,Active,Continental,Contractor,Tracker,Rifle,Fearful,144,Berlin,Elite,High
Leo Foster 78382,Male,Inactive,High Table,Security,Manager,Shotgun,Neutral,167,Casablanca,Master,High
Ryan Walker 78383,Male,Missing,Independent,Handler,Enforcer,Rifle,Calm,222,New York,Novice,Low
James Russell 78384,Male,Inactive,Independent,Crime Syndicate,Manager,Knife,Fearful,54,Berlin,Elite,Low
Daniel Griffin 78385,Male,Missing,High Table,Handler,Hitman,Knife,Calm,59,Tokyo,Novice,Absolute
Lucas Mitchell 78386,Female,Deceased,Underworld,Crime Syndicate,Bodyguard,Pistol,Angry,80,Marrakesh,Elite,Medium
Lucas Carter 78387,Male,Inactive,Continental,Contractor,Tracker,Unarmed,Determined,195,Casablanca,Master,Medium
Samuel Reed 78388,Female,Deceased,Continental,Assassin,Hitman,Pistol,Angry,69,London,Senior Agent,High
James Reed 78389,Male,Deceased,Underworld,Security,Operative,Rifle,Angry,116,Marrakesh,Elite,Absolute
Henry Walker 78390,Female,Active,Continental,Security,Tracker,Knife,Neutral,205,Tokyo,Elite,High
Leo Brooks 78391,Female,Active,Ruska Roma,Assassin,Operative,Shotgun,Neutral,67,Berlin,Senior Agent,High
William Reed 78392,Female,Deceased,Independent,Contractor,Enforcer,Rifle,Fearful,214,Marrakesh,Agent,Low
Noah Cooper 78393,Female,Deceased,Ruska Roma,Handler,Operative,Sword,Focused,20,Paris,Senior Agent,Medium
Benjamin Brooks 78394,Male,Missing,Underworld,Security,Bodyguard,Unarmed,Neutral,44,Osaka,Senior Agent,Low
Noah Brooks 78395,Male,Missing,Ruska Roma,Assassin,Operative,Unarmed,Neutral,232,Prague,Senior Agent,Absolute
Henry Murphy 78396,Female,Active,Independent,Contractor,Operative,Unarmed,Angry,197,Prague,Elite,Absolute
Joseph Collins 78397,Female,Deceased,Independent,Handler,Hitman,Pistol,Fearful,140,New York,Master,Low
Michael Turner 78398,Female,Inactive,Ruska Roma,Handler,Operative,Pistol,Focused,61,Berlin,Elite,High
James Turner 78399,Female,Active,Ruska Roma,Handler,Operative,Pistol,Angry,236,Marrakesh,Novice,High
Thomas Ward 78400,Male,Missing,Continental,Contractor,Tracker,Sword,Calm,79,Casablanca,Novice,Low
Daniel Carter 78401,Male,Deceased,Continental,Crime Syndicate,Hitman,Shotgun,Determined,147,Paris,Elite,Absolute
Daniel Stone 78402,Male,Missing,High Table,Handler,Operative,Rifle,Focused,156,London,Master,Absolute
David Mitchell 78403,Female,Active,Underworld,Security,Hitman,Knife,Calm,90,Berlin,Master,High
Ethan Bailey 78404,Male,Deceased,Continental,Contractor,Hitman,Pistol,Angry,91,New York,Elite,Low
Matthew Brooks 78405,Male,Inactive,Independent,Handler,Tracker,Rifle,Calm,125,New York,Senior Agent,Medium
Lucas Russell 78406,Male,Active,Ruska Roma,Security,Bodyguard,Sword,Determined,16,New York,Master,Absolute
Daniel Reed 78407,Female,Deceased,High Table,Handler,Tracker,Sword,Calm,235,Paris,Novice,Absolute
Oliver Hayes 78408,Female,Inactive,Continental,Crime Syndicate,Operative,Unarmed,Angry,86,Marrakesh,Novice,Low
Matthew Bailey 78409,Male,Active,Underworld,Security,Bodyguard,Rifle,Neutral,242,New York,Elite,Low
Lucas Collins 78410,Female,Inactive,Independent,Contractor,Hitman,Unarmed,Angry,43,Marrakesh,Master,Medium
Jack Turner 78411,Male,Deceased,Ruska Roma,Assassin,Enforcer,Shotgun,Fearful,57,Osaka,Novice,Absolute
Alex Hayes 78412,Female,Missing,Continental,Crime Syndicate,Bodyguard,Rifle,Neutral,132,Berlin,Agent,Medium
Andrew Brooks 78413,Female,Deceased,High Table,Contractor,Hitman,Sword,Focused,102,Prague,Senior Agent,High
Ethan Hunter 78414,Female,Inactive,Underworld,Contractor,Hitman,Knife,Focused,209,Osaka,Novice,Absolute
David Mitchell 78415,Female,Inactive,Underworld,Security,Tracker,Shotgun,Angry,214,Marrakesh,Elite,Low
Jack Carter 78416,Male,Missing,Ruska Roma,Handler,Manager,Knife,Determined,128,Rome,Master,Absolute
Benjamin Hayes 78417,Female,Deceased,Continental,Security,Hitman,Rifle,Fearful,141,Paris,Elite,Medium
Thomas Mitchell 78418,Female,Active,Underworld,Handler,Bodyguard,Rifle,Angry,32,Rome,Novice,Low
David Mitchell 78419,Male,Missing,Continental,Security,Hitman,Sword,Fearful,2,Prague,Master,Medium
Leo Ward 78420,Male,Missing,Underworld,Crime Syndicate,Enforcer,Shotgun,Fearful,57,Berlin,Senior Agent,Absolute
Oliver Turner 78421,Male,Inactive,Continental,Assassin,Operative,Pistol,Fearful,101,Prague,Master,Medium
Ryan Parker 78422,Male,Inactive,Underworld,Crime Syndicate,Tracker,Sword,Fearful,65,New York,Master,Low
Lucas Morgan 78423,Female,Deceased,Ruska Roma,Contractor,Hitman,Unarmed,Neutral,105,Marrakesh,Elite,Medium
Alex Reed 78424,Male,Deceased,High Table,Crime Syndicate,Tracker,Rifle,Calm,219,London,Elite,Absolute
Samuel Brooks 78425,Male,Inactive,Independent,Security,Manager,Sword,Determined,204,Osaka,Senior Agent,Low
Alex Brooks 78426,Male,Inactive,Ruska Roma,Contractor,Manager,Shotgun,Fearful,145,Casablanca,Master,Absolute
Jack Stone 78427,Female,Missing,Continental,Crime Syndicate,Enforcer,Sword,Angry,73,New York,Novice,High
Alex Parker 78428,Female,Inactive,Underworld,Assassin,Manager,Pistol,Calm,59,Rome,Elite,Low
Ethan Foster 78429,Male,Deceased,High Table,Handler,Manager,Knife,Fearful,249,Osaka,Master,Absolute
Jack Morgan 78430,Female,Missing,Continental,Handler,Manager,Sword,Focused,11,Paris,Elite,Low
Noah Stone 78431,Female,Active,Continental,Security,Enforcer,Shotgun,Focused,122,Rome,Novice,Medium
Alex Stone 78432,Female,Deceased,High Table,Handler,Tracker,Sword,Neutral,206,Paris,Master,High
Benjamin Foster 78433,Male,Missing,Independent,Crime Syndicate,Hitman,Unarmed,Calm,148,Prague,Master,High
Oliver Foster 78434,Male,Active,Continental,Handler,Operative,Knife,Neutral,213,New York,Elite,Medium
Lucas Cooper 78435,Female,Inactive,Underworld,Crime Syndicate,Manager,Sword,Focused,205,Osaka,Agent,Absolute
James Griffin 78436,Female,Inactive,Underworld,Assassin,Enforcer,Shotgun,Determined,215,Casablanca,Agent,Absolute
Benjamin Foster 78437,Male,Inactive,Ruska Roma,Assassin,Operative,Rifle,Calm,175,New York,Agent,Low
Alex Ward 78438,Male,Missing,High Table,Contractor,Hitman,Unarmed,Fearful,32,Prague,Master,Absolute
Benjamin Russell 78439,Female,Deceased,Continental,Crime Syndicate,Tracker,Pistol,Fearful,17,Osaka,Elite,Medium
Michael Murphy 78440,Male,Active,Continental,Contractor,Bodyguard,Rifle,Fearful,179,Paris,Agent,Absolute
Thomas Walker 78441,Male,Missing,Ruska Roma,Contractor,Enforcer,Knife,Determined,68,Rome,Master,Medium
Joseph Hunter 78442,Male,Active,Underworld,Security,Tracker,Rifle,Angry,89,Paris,Agent,Absolute
Jack Collins 78443,Female,Inactive,Ruska Roma,Security,Tracker,Rifle,Angry,131,London,Novice,Low
Joseph Bailey 78444,Male,Deceased,High Table,Crime Syndicate,Enforcer,Knife,Calm,190,Rome,Elite,Absolute
Alex Morgan 78445,Female,Active,Independent,Crime Syndicate,Enforcer,Sword,Neutral,135,Tokyo,Novice,Medium
Noah Foster 78446,Male,Deceased,Underworld,Assassin,Hitman,Shotgun,Focused,176,Tokyo,Agent,Absolute
